idx;util;clip;label;overlap_ratio;concepts;id;movie;srt_name;video_name;graph_number
151;1;tt0110912scene-042.ss-0360.es-0370;Hard Neg;0.93;['Clothes', ' Posture'];tt0110912-042;tt0110912;scene-042.ss-0360.es-0370.srt;tt0110912_scene_42.mkv;41
152;1;tt0110912scene-043.ss-0371.es-0405;Hard Neg;1.00;['Look'];tt0110912-043;tt0110912;scene-043.ss-0371.es-0405.srt;tt0110912_scene_43.mkv;42
153;1;tt0110912scene-044.ss-0406.es-0415;Sure;0.49;['Appearance', ' Clothes', ' Posture', ' Activities'];tt0110912-044;tt0110912;scene-044.ss-0406.es-0415.srt;tt0110912_scene_44.mkv;43
154;1;tt0110912scene-045.ss-0416.es-0420;Not Sure;1.00;['Clothes', ' Activities'];tt0110912-045;tt0110912;scene-045.ss-0416.es-0420.srt;tt0110912_scene_45.mkv;44
155;1;tt0110912scene-046.ss-0421.es-0425;Not Sure;0.36;['Clothes', ' Activities'];tt0110912-046;tt0110912;scene-046.ss-0421.es-0425.srt;tt0110912_scene_46.mkv;45
156;1;tt0110912scene-047.ss-0426.es-0436;Hard Neg;0.54;['Clothes', ' Posture', ' Activities'];tt0110912-047;tt0110912;scene-047.ss-0426.es-0436.srt;tt0110912_scene_47.mkv;46
157;0;tt0110912scene-048.ss-0437.es-0438;Hard Neg;0.94;['Clothes', ' Posture', ' Activities'];tt0110912-048;tt0110912;scene-048.ss-0437.es-0438.srt;tt0110912_scene_48.mp4;-1
158;1;tt0110912scene-049.ss-0439.es-0439;Hard Neg;0.91;['Speech'];tt0110912-049;tt0110912;scene-049.ss-0439.es-0439.srt;tt0110912_scene_49.mkv;48
159;1;tt0110912scene-050.ss-0440.es-0459;Hard Neg;0.98;['Speech'];tt0110912-050;tt0110912;scene-050.ss-0440.es-0459.srt;tt0110912_scene_50.mkv;49
160;1;tt0110912scene-051.ss-0460.es-0461;Not Sure;1.00;['Speech'];tt0110912-051;tt0110912;scene-051.ss-0460.es-0461.srt;tt0110912_scene_51.mkv;50
161;1;tt0110912scene-052.ss-0462.es-0462;Not Sure;1.00;['Speech'];tt0110912-052;tt0110912;scene-052.ss-0462.es-0462.srt;tt0110912_scene_52.mkv;51
162;1;tt0110912scene-053.ss-0463.es-0494;Not Sure;0.25;['Body', ' Clothes', ' Posture'];tt0110912-053;tt0110912;scene-053.ss-0463.es-0494.srt;tt0110912_scene_53.mkv;52
163;1;tt0110912scene-054.ss-0495.es-0496;Not Sure;1.00;['Body', ' Clothes', ' Posture'];tt0110912-054;tt0110912;scene-054.ss-0495.es-0496.srt;tt0110912_scene_54.mkv;53
164;1;tt0110912scene-055.ss-0497.es-0513;Not Sure;0.50;['Type of plan', ' Look'];tt0110912-055;tt0110912;scene-055.ss-0497.es-0513.srt;tt0110912_scene_55.mkv;54
165;0;tt0110912scene-056.ss-0514.es-0516;Not Sure;0.54;['Type of plan', ' Look'];tt0110912-056;tt0110912;scene-056.ss-0514.es-0516.srt;tt0110912_scene_56.mp4;-1
166;1;tt0110912scene-057.ss-0517.es-0528;Not Sure;0.29;['Type of plan'];tt0110912-057;tt0110912;scene-057.ss-0517.es-0528.srt;tt0110912_scene_57.mkv;56
167;1;tt0110912scene-058.ss-0529.es-0530;Easy Neg;1.00;[''];tt0110912-058;tt0110912;scene-058.ss-0529.es-0530.srt;tt0110912_scene_58.mkv;57
168;0;tt0110912scene-059.ss-0531.es-0532;Easy Neg;1.00;[''];tt0110912-059;tt0110912;scene-059.ss-0531.es-0532.srt;tt0110912_scene_59.mp4;-1
169;0;tt0110912scene-060.ss-0533.es-0537;Easy Neg;1.00;[''];tt0110912-060;tt0110912;scene-060.ss-0533.es-0537.srt;tt0110912_scene_60.mp4;-1
170;1;tt0110912scene-061.ss-0538.es-0539;Easy Neg;1.00;[''];tt0110912-061;tt0110912;scene-061.ss-0538.es-0539.srt;tt0110912_scene_61.mkv;60
171;1;tt0110912scene-062.ss-0540.es-0540;Easy Neg;1.00;[''];tt0110912-062;tt0110912;scene-062.ss-0540.es-0540.srt;tt0110912_scene_62.mkv;61
172;1;tt0110912scene-063.ss-0541.es-0564;Not Sure;0.86;['Body', ' Voice', ' Speech'];tt0110912-063;tt0110912;scene-063.ss-0541.es-0564.srt;tt0110912_scene_63.mkv;62
173;1;tt0110912scene-064.ss-0565.es-0566;Easy Neg;1.00;[''];tt0110912-064;tt0110912;scene-064.ss-0565.es-0566.srt;tt0110912_scene_64.mkv;63
174;1;tt0110912scene-065.ss-0567.es-0572;Hard Neg;0.65;['Posture', ' Speech'];tt0110912-065;tt0110912;scene-065.ss-0567.es-0572.srt;tt0110912_scene_65.mkv;64
175;1;tt0110912scene-066.ss-0573.es-0583;Not Sure;1.00;['Body', ' Voice', ' Clothes', ' Posture'];tt0110912-066;tt0110912;scene-066.ss-0573.es-0583.srt;tt0110912_scene_66.mkv;65
176;1;tt0110912scene-067.ss-0584.es-0584;Not Sure;0.43;['Body', ' Voice', ' Speech'];tt0110912-067;tt0110912;scene-067.ss-0584.es-0584.srt;tt0110912_scene_67.mkv;66
177;1;tt0110912scene-068.ss-0585.es-0602;Not Sure;0.59;['Type of plan', ' Voice', ' Clothes'];tt0110912-068;tt0110912;scene-068.ss-0585.es-0602.srt;tt0110912_scene_68.mkv;67
178;1;tt0110912scene-069.ss-0603.es-0605;Sure;0.21;['Body', ' Voice', ' Clothes', ' Posture', ' Speech', ' Exp of  emotion'];tt0110912-069;tt0110912;scene-069.ss-0603.es-0605.srt;tt0110912_scene_69.mkv;68
179;1;tt0110912scene-070.ss-0606.es-0626;Sure;1.00;['Body', ' Voice', ' Clothes', ' Posture', ' Speech', ' Exp of  emotion'];tt0110912-070;tt0110912;scene-070.ss-0606.es-0626.srt;tt0110912_scene_70.mkv;69
180;1;tt0110912scene-071.ss-0627.es-0637;Sure;1.00;['Body', ' Voice', ' Clothes', ' Posture', ' Speech', ' Exp of  emotion'];tt0110912-071;tt0110912;scene-071.ss-0627.es-0637.srt;tt0110912_scene_71.mkv;70
181;0;tt0110912scene-072.ss-0638.es-0639;Sure;0.48;['Body', ' Voice', ' Clothes', ' Posture', ' Speech', ' Exp of  emotion'];tt0110912-072;tt0110912;scene-072.ss-0638.es-0639.srt;tt0110912_scene_72.mp4;-1
182;0;tt0110912scene-073.ss-0640.es-0642;Easy Neg;1.00;[''];tt0110912-073;tt0110912;scene-073.ss-0640.es-0642.srt;tt0110912_scene_73.mp4;-1
183;0;tt0110912scene-074.ss-0643.es-0647;Easy Neg;1.00;[''];tt0110912-074;tt0110912;scene-074.ss-0643.es-0647.srt;tt0110912_scene_74.mp4;-1
184;0;tt0110912scene-075.ss-0648.es-0656;Easy Neg;1.00;[''];tt0110912-075;tt0110912;scene-075.ss-0648.es-0656.srt;tt0110912_scene_75.mp4;-1
185;1;tt0110912scene-076.ss-0657.es-0670;Easy Neg;1.00;[''];tt0110912-076;tt0110912;scene-076.ss-0657.es-0670.srt;tt0110912_scene_76.mkv;75
186;0;tt0110912scene-077.ss-0671.es-0681;Easy Neg;1.00;[''];tt0110912-077;tt0110912;scene-077.ss-0671.es-0681.srt;tt0110912_scene_77.mp4;-1
187;1;tt0110912scene-078.ss-0682.es-0693;Easy Neg;1.00;[''];tt0110912-078;tt0110912;scene-078.ss-0682.es-0693.srt;tt0110912_scene_78.mkv;77
188;1;tt0110912scene-079.ss-0694.es-0698;Hard Neg;0.92;['Posture', ' Speech'];tt0110912-079;tt0110912;scene-079.ss-0694.es-0698.srt;tt0110912_scene_79.mkv;78
189;1;tt0110912scene-080.ss-0699.es-0713;Hard Neg;0.64;['Activities', ' Exp of  emotion'];tt0110912-080;tt0110912;scene-080.ss-0699.es-0713.srt;tt0110912_scene_80.mkv;79
190;1;tt0110912scene-081.ss-0714.es-0738;Easy Neg;1.00;[''];tt0110912-081;tt0110912;scene-081.ss-0714.es-0738.srt;tt0110912_scene_81.mkv;80
191;1;tt0110912scene-082.ss-0739.es-0741;Easy Neg;1.00;[''];tt0110912-082;tt0110912;scene-082.ss-0739.es-0741.srt;tt0110912_scene_82.mkv;81
192;1;tt0110912scene-083.ss-0742.es-0748;Sure;0.88;['Body', ' Clothes', ' Activities', ' Soundtrack'];tt0110912-083;tt0110912;scene-083.ss-0742.es-0748.srt;tt0110912_scene_83.mkv;82
193;1;tt0110912scene-084.ss-0749.es-0753;Sure;1.00;['Body', ' Clothes', ' Activities', ' Soundtrack'];tt0110912-084;tt0110912;scene-084.ss-0749.es-0753.srt;tt0110912_scene_84.mkv;83
194;1;tt0110912scene-085.ss-0754.es-0761;Sure;1.00;['Body', ' Clothes', ' Activities', ' Soundtrack'];tt0110912-085;tt0110912;scene-085.ss-0754.es-0761.srt;tt0110912_scene_85.mkv;84
195;1;tt0110912scene-086.ss-0762.es-0785;Sure;1.00;['Body', ' Clothes', ' Activities', ' Soundtrack'];tt0110912-086;tt0110912;scene-086.ss-0762.es-0785.srt;tt0110912_scene_86.mkv;85
196;1;tt0110912scene-087.ss-0786.es-0802;Sure;1.00;['Body', ' Clothes', ' Activities', ' Soundtrack'];tt0110912-087;tt0110912;scene-087.ss-0786.es-0802.srt;tt0110912_scene_87.mkv;86
197;1;tt0110912scene-088.ss-0803.es-0809;Easy Neg;1.00;[''];tt0110912-088;tt0110912;scene-088.ss-0803.es-0809.srt;tt0110912_scene_88.mkv;87
198;1;tt0110912scene-089.ss-0810.es-0827;Sure;0.77;['Body', ' Voice', ' Posture', ' Soundtrack'];tt0110912-089;tt0110912;scene-089.ss-0810.es-0827.srt;tt0110912_scene_89.mkv;88
199;1;tt0110912scene-090.ss-0828.es-0839;Hard Neg;0.97;['Posture'];tt0110912-090;tt0110912;scene-090.ss-0828.es-0839.srt;tt0110912_scene_90.mkv;89
200;0;tt0110912scene-091.ss-0840.es-0847;Hard Neg;0.39;['Posture'];tt0110912-091;tt0110912;scene-091.ss-0840.es-0847.srt;tt0110912_scene_91.mp4;-1
201;1;tt0110912scene-092.ss-0848.es-0855;Not Sure;0.58;['Voice', ' Posture', ' Speech'];tt0110912-092;tt0110912;scene-092.ss-0848.es-0855.srt;tt0110912_scene_92.mkv;91
202;0;tt0110912scene-093.ss-0856.es-0857;Not Sure;0.41;['Voice', ' Posture', ' Speech'];tt0110912-093;tt0110912;scene-093.ss-0856.es-0857.srt;tt0110912_scene_93.mp4;-1
203;1;tt0110912scene-094.ss-0858.es-0867;Hard Neg;0.95;['Speech'];tt0110912-094;tt0110912;scene-094.ss-0858.es-0867.srt;tt0110912_scene_94.mkv;93
204;1;tt0110912scene-095.ss-0868.es-0873;Hard Neg;1.00;['Speech'];tt0110912-095;tt0110912;scene-095.ss-0868.es-0873.srt;tt0110912_scene_95.mkv;94
205;1;tt0110912scene-096.ss-0874.es-0892;Hard Neg;1.00;['Speech'];tt0110912-096;tt0110912;scene-096.ss-0874.es-0892.srt;tt0110912_scene_96.mkv;95
206;1;tt0110912scene-097.ss-0893.es-0903;Hard Neg;0.86;['Speech'];tt0110912-097;tt0110912;scene-097.ss-0893.es-0903.srt;tt0110912_scene_97.mkv;96
207;1;tt0110912scene-098.ss-0904.es-0910;Hard Neg;1.00;['Speech'];tt0110912-098;tt0110912;scene-098.ss-0904.es-0910.srt;tt0110912_scene_98.mkv;97
208;1;tt0110912scene-099.ss-0911.es-0912;Easy Neg;1.00;[''];tt0110912-099;tt0110912;scene-099.ss-0911.es-0912.srt;tt0110912_scene_99.mkv;98
209;1;tt0110912scene-100.ss-0913.es-0936;Easy Neg;1.00;[''];tt0110912-100;tt0110912;scene-100.ss-0913.es-0936.srt;tt0110912_scene_100.mkv;99
210;1;tt0110912scene-101.ss-0937.es-0945;Easy Neg;1.00;[''];tt0110912-101;tt0110912;scene-101.ss-0937.es-0945.srt;tt0110912_scene_101.mkv;100
211;1;tt0110912scene-102.ss-0946.es-0952;Not Sure;0.23;['Body', ' Clothes', ' Posture'];tt0110912-102;tt0110912;scene-102.ss-0946.es-0952.srt;tt0110912_scene_102.mkv;101
212;0;tt0110912scene-103.ss-0953.es-0953;Easy Neg;1.00;[''];tt0110912-103;tt0110912;scene-103.ss-0953.es-0953.srt;tt0110912_scene_103.mp4;-1
213;1;tt0110912scene-104.ss-0954.es-0959;Easy Neg;1.00;[''];tt0110912-104;tt0110912;scene-104.ss-0954.es-0959.srt;tt0110912_scene_104.mkv;103
214;1;tt0110912scene-105.ss-0960.es-0979;Easy Neg;1.00;[''];tt0110912-105;tt0110912;scene-105.ss-0960.es-0979.srt;tt0110912_scene_105.mkv;104
215;1;tt0110912scene-106.ss-0980.es-0980;Easy Neg;1.00;[''];tt0110912-106;tt0110912;scene-106.ss-0980.es-0980.srt;tt0110912_scene_106.mkv;105
216;1;tt0110912scene-107.ss-0981.es-0982;Easy Neg;1.00;[''];tt0110912-107;tt0110912;scene-107.ss-0981.es-0982.srt;tt0110912_scene_107.mkv;106
217;1;tt0110912scene-108.ss-0983.es-0983;Easy Neg;1.00;[''];tt0110912-108;tt0110912;scene-108.ss-0983.es-0983.srt;tt0110912_scene_108.mkv;107
218;1;tt0110912scene-109.ss-0984.es-0988;Easy Neg;1.00;[''];tt0110912-109;tt0110912;scene-109.ss-0984.es-0988.srt;tt0110912_scene_109.mkv;108
219;1;tt0110912scene-110.ss-0989.es-1011;Hard Neg;1.00;['Body', ' Posture', ' Activities'];tt0110912-110;tt0110912;scene-110.ss-0989.es-1011.srt;tt0110912_scene_110.mkv;109
220;1;tt0110912scene-111.ss-1012.es-1022;Easy Neg;1.00;[''];tt0110912-111;tt0110912;scene-111.ss-1012.es-1022.srt;tt0110912_scene_111.mkv;110
221;1;tt0110912scene-112.ss-1023.es-1032;Hard Neg;0.88;['Speech'];tt0110912-112;tt0110912;scene-112.ss-1023.es-1032.srt;tt0110912_scene_112.mkv;111
222;0;tt0110912scene-113.ss-1033.es-1033;Hard Neg;1.00;['Speech'];tt0110912-113;tt0110912;scene-113.ss-1033.es-1033.srt;tt0110912_scene_113.mp4;-1
223;1;tt0110912scene-114.ss-1034.es-1034;Hard Neg;0.36;['Speech'];tt0110912-114;tt0110912;scene-114.ss-1034.es-1034.srt;tt0110912_scene_114.mkv;113
224;0;tt0110912scene-115.ss-1035.es-1035;Easy Neg;0.99;[''];tt0110912-115;tt0110912;scene-115.ss-1035.es-1035.srt;tt0110912_scene_115.mp4;-1
225;1;tt0110912scene-116.ss-1036.es-1039;Easy Neg;1.00;[''];tt0110912-116;tt0110912;scene-116.ss-1036.es-1039.srt;tt0110912_scene_116.mkv;115
226;1;tt0110912scene-117.ss-1040.es-1066;Easy Neg;1.00;[''];tt0110912-117;tt0110912;scene-117.ss-1040.es-1066.srt;tt0110912_scene_117.mkv;116
227;1;tt0110912scene-118.ss-1067.es-1067;Easy Neg;1.00;[''];tt0110912-118;tt0110912;scene-118.ss-1067.es-1067.srt;;117
228;1;tt0110912scene-119.ss-1068.es-1078;Easy Neg;1.00;[''];tt0110912-119;tt0110912;scene-119.ss-1068.es-1078.srt;tt0110912_scene_119.mkv;118
229;1;tt0110912scene-120.ss-1079.es-1090;Easy Neg;1.00;[''];tt0110912-120;tt0110912;scene-120.ss-1079.es-1090.srt;;119
230;1;tt0110912scene-121.ss-1091.es-1096;Easy Neg;1.00;[''];tt0110912-121;tt0110912;scene-121.ss-1091.es-1096.srt;tt0110912_scene_121.mkv;120
231;0;tt0110912scene-122.ss-1097.es-1097;Easy Neg;0.99;[''];tt0110912-122;tt0110912;scene-122.ss-1097.es-1097.srt;tt0110912_scene_122.mp4;-1
232;1;tt0110912scene-123.ss-1098.es-1100;Easy Neg;1.00;[''];tt0110912-123;tt0110912;scene-123.ss-1098.es-1100.srt;tt0110912_scene_123.mkv;122
233;1;tt0110912scene-124.ss-1101.es-1102;Easy Neg;1.00;[''];tt0110912-124;tt0110912;scene-124.ss-1101.es-1102.srt;tt0110912_scene_124.mkv;123
234;1;tt0110912scene-125.ss-1103.es-1118;Easy Neg;1.00;[''];tt0110912-125;tt0110912;scene-125.ss-1103.es-1118.srt;tt0110912_scene_125.mkv;124
235;1;tt0110912scene-126.ss-1119.es-1133;Easy Neg;1.00;[''];tt0110912-126;tt0110912;scene-126.ss-1119.es-1133.srt;tt0110912_scene_126.mkv;125
236;1;tt0110912scene-127.ss-1134.es-1147;Not Sure;0.55;['Speech', ' Exp of  emotion'];tt0110912-127;tt0110912;scene-127.ss-1134.es-1147.srt;tt0110912_scene_127.mkv;126
237;1;tt0110912scene-128.ss-1148.es-1157;Easy Neg;1.00;[''];tt0110912-128;tt0110912;scene-128.ss-1148.es-1157.srt;tt0110912_scene_128.mkv;127
238;1;tt0110912scene-129.ss-1158.es-1162;Not Sure;0.91;['Speech', ' Exp of  emotion'];tt0110912-129;tt0110912;scene-129.ss-1158.es-1162.srt;tt0110912_scene_129.mkv;128
239;1;tt0110912scene-130.ss-1163.es-1180;Not Sure;0.99;['Speech', ' Exp of  emotion'];tt0110912-130;tt0110912;scene-130.ss-1163.es-1180.srt;tt0110912_scene_130.mkv;129
240;1;tt0110912scene-131.ss-1181.es-1196;Easy Neg;0.99;[''];tt0110912-131;tt0110912;scene-131.ss-1181.es-1196.srt;tt0110912_scene_131.mkv;130
241;1;tt0110912scene-132.ss-1197.es-1198;Hard Neg;1.00;['Look'];tt0110912-132;tt0110912;scene-132.ss-1197.es-1198.srt;tt0110912_scene_132.mkv;131
242;1;tt0119822scene-001.ss-0002.es-0003;Easy Neg;1.00;[''];tt0119822-001;tt0119822;scene-001.ss-0002.es-0003.srt;tt0119822_scene_1.avi;0
243;1;tt0119822scene-002.ss-0004.es-0024;Easy Neg;1.00;[''];tt0119822-002;tt0119822;scene-002.ss-0004.es-0024.srt;tt0119822_scene_2.avi;1
244;1;tt0119822scene-003.ss-0025.es-0037;Easy Neg;1.00;[''];tt0119822-003;tt0119822;scene-003.ss-0025.es-0037.srt;tt0119822_scene_3.avi;2
245;1;tt0119822scene-004.ss-0038.es-0041;Easy Neg;1.00;[''];tt0119822-004;tt0119822;scene-004.ss-0038.es-0041.srt;tt0119822_scene_4.avi;3
246;1;tt0119822scene-005.ss-0042.es-0044;Easy Neg;1.00;[''];tt0119822-005;tt0119822;scene-005.ss-0042.es-0044.srt;tt0119822_scene_5.avi;4
247;1;tt0119822scene-006.ss-0045.es-0048;Easy Neg;1.00;[''];tt0119822-006;tt0119822;scene-006.ss-0045.es-0048.srt;tt0119822_scene_6.avi;5
248;1;tt0119822scene-007.ss-0049.es-0052;Easy Neg;1.00;[''];tt0119822-007;tt0119822;scene-007.ss-0049.es-0052.srt;tt0119822_scene_7.avi;6
249;0;tt0119822scene-008.ss-0053.es-0059;Easy Neg;1.00;[''];tt0119822-008;tt0119822;scene-008.ss-0053.es-0059.srt;tt0119822_scene_8.mp4;-1
250;1;tt0119822scene-009.ss-0060.es-0062;Easy Neg;1.00;[''];tt0119822-009;tt0119822;scene-009.ss-0060.es-0062.srt;tt0119822_scene_9.avi;8
251;1;tt0119822scene-010.ss-0063.es-0073;Easy Neg;1.00;[''];tt0119822-010;tt0119822;scene-010.ss-0063.es-0073.srt;tt0119822_scene_10.avi;9
252;1;tt0119822scene-011.ss-0074.es-0078;Easy Neg;1.00;[''];tt0119822-011;tt0119822;scene-011.ss-0074.es-0078.srt;tt0119822_scene_11.avi;10
253;1;tt0119822scene-012.ss-0078.es-0080;Easy Neg;0.99;[''];tt0119822-012;tt0119822;scene-012.ss-0078.es-0080.srt;tt0119822_scene_12.avi;11
254;1;tt0119822scene-013.ss-0081.es-0083;Easy Neg;1.00;[''];tt0119822-013;tt0119822;scene-013.ss-0081.es-0083.srt;tt0119822_scene_13.avi;12
255;0;tt0119822scene-014.ss-0084.es-0086;Easy Neg;1.00;[''];tt0119822-014;tt0119822;scene-014.ss-0084.es-0086.srt;tt0119822_scene_14.mp4;13
256;1;tt0119822scene-015.ss-0087.es-0090;Easy Neg;1.00;[''];tt0119822-015;tt0119822;scene-015.ss-0087.es-0090.srt;tt0119822_scene_15.avi;14
257;1;tt0119822scene-016.ss-0091.es-0098;Easy Neg;1.00;[''];tt0119822-016;tt0119822;scene-016.ss-0091.es-0098.srt;tt0119822_scene_16.avi;15
258;1;tt0119822scene-017.ss-0099.es-0120;Easy Neg;0.86;[''];tt0119822-017;tt0119822;scene-017.ss-0099.es-0120.srt;tt0119822_scene_17.avi;16
259;1;tt0119822scene-018.ss-0121.es-0126;Easy Neg;1.00;[''];tt0119822-018;tt0119822;scene-018.ss-0121.es-0126.srt;tt0119822_scene_18.avi;17
260;1;tt0119822scene-019.ss-0127.es-0137;Easy Neg;1.00;[''];tt0119822-019;tt0119822;scene-019.ss-0127.es-0137.srt;tt0119822_scene_19.avi;18
261;0;tt0119822scene-020.ss-0138.es-0142;Easy Neg;1.00;[''];tt0119822-020;tt0119822;scene-020.ss-0138.es-0142.srt;tt0119822_scene_20.mp4;19
262;1;tt0119822scene-021.ss-0143.es-0144;Easy Neg;1.00;[''];tt0119822-021;tt0119822;scene-021.ss-0143.es-0144.srt;tt0119822_scene_21.avi;20
263;1;tt0119822scene-022.ss-0145.es-0148;Hard Neg;0.97;['Speech'];tt0119822-022;tt0119822;scene-022.ss-0145.es-0148.srt;tt0119822_scene_22.avi;21
264;1;tt0119822scene-023.ss-0149.es-0152;Hard Neg;1.00;['Type of plan', ' Posture'];tt0119822-023;tt0119822;scene-023.ss-0149.es-0152.srt;tt0119822_scene_23.avi;22
265;1;tt0119822scene-024.ss-0153.es-0155;Hard Neg;0.83;['Posture', ' Speech', ' Activities'];tt0119822-024;tt0119822;scene-024.ss-0153.es-0155.srt;tt0119822_scene_24.avi;23
266;1;tt0119822scene-025.ss-0156.es-0157;Not Sure;1.00;['Clothes', ' Activities', ' Look'];tt0119822-025;tt0119822;scene-025.ss-0156.es-0157.srt;tt0119822_scene_25.avi;24
267;1;tt0119822scene-026.ss-0158.es-0159;Not Sure;1.00;['Clothes', ' Activities', ' Look'];tt0119822-026;tt0119822;scene-026.ss-0158.es-0159.srt;tt0119822_scene_26.avi;25
268;1;tt0119822scene-027.ss-0159.es-0160;Not Sure;1.00;['Clothes', ' Activities', ' Look'];tt0119822-027;tt0119822;scene-027.ss-0159.es-0160.srt;tt0119822_scene_27.avi;26
269;1;tt0119822scene-028.ss-0160.es-0162;Not Sure;1.00;['Clothes', ' Activities', ' Look'];tt0119822-028;tt0119822;scene-028.ss-0160.es-0162.srt;tt0119822_scene_28.avi;27
270;1;tt0119822scene-029.ss-0163.es-0163;Sure;0.79;['Speech'];tt0119822-029;tt0119822;scene-029.ss-0163.es-0163.srt;tt0119822_scene_29.avi;28
271;1;tt0119822scene-030.ss-0164.es-0170;Sure;1.00;['Speech'];tt0119822-030;tt0119822;scene-030.ss-0164.es-0170.srt;tt0119822_scene_30.avi;29
272;1;tt0119822scene-031.ss-0171.es-0174;Sure;0.35;['Speech', ' Look', ' Exp of  emotion'];tt0119822-031;tt0119822;scene-031.ss-0171.es-0174.srt;tt0119822_scene_31.avi;30
273;1;tt0119822scene-032.ss-0175.es-0183;Sure;1.00;['Speech', ' Look', ' Exp of  emotion'];tt0119822-032;tt0119822;scene-032.ss-0175.es-0183.srt;tt0119822_scene_32.avi;31
274;1;tt0119822scene-033.ss-0183.es-0189;Sure;1.00;['Speech', ' Look', ' Exp of  emotion'];tt0119822-033;tt0119822;scene-033.ss-0183.es-0189.srt;tt0119822_scene_33.avi;32
275;1;tt0119822scene-034.ss-0190.es-0194;Sure;1.00;['Speech', ' Look', ' Exp of  emotion'];tt0119822-034;tt0119822;scene-034.ss-0190.es-0194.srt;tt0119822_scene_34.avi;33
276;1;tt0119822scene-035.ss-0195.es-0204;Sure;1.00;['Speech', ' Look', ' Exp of  emotion'];tt0119822-035;tt0119822;scene-035.ss-0195.es-0204.srt;tt0119822_scene_35.avi;34
277;1;tt0119822scene-036.ss-0205.es-0212;Sure;0.86;['Type of plan', ' Body', ' Voice', ' Posture', ' Speech', ' Activities', ' Look'];tt0119822-036;tt0119822;scene-036.ss-0205.es-0212.srt;tt0119822_scene_36.avi;35
278;1;tt0119822scene-037.ss-0213.es-0215;Sure;1.00;['Speech', ' Activities', ' Exp of  emotion'];tt0119822-037;tt0119822;scene-037.ss-0213.es-0215.srt;tt0119822_scene_37.avi;36
279;1;tt0119822scene-038.ss-0216.es-0220;Sure;1.00;['Speech', ' Activities', ' Exp of  emotion'];tt0119822-038;tt0119822;scene-038.ss-0216.es-0220.srt;tt0119822_scene_38.avi;37
280;1;tt0119822scene-039.ss-0221.es-0230;Sure;1.00;['Speech', ' Activities', ' Exp of  emotion'];tt0119822-039;tt0119822;scene-039.ss-0221.es-0230.srt;tt0119822_scene_39.avi;38
281;1;tt0119822scene-040.ss-0231.es-0233;Sure;1.00;['Speech', ' Activities', ' Exp of  emotion'];tt0119822-040;tt0119822;scene-040.ss-0231.es-0233.srt;tt0119822_scene_40.avi;39
282;1;tt0119822scene-041.ss-0234.es-0239;Sure;1.00;['Speech', ' Activities', ' Exp of  emotion'];tt0119822-041;tt0119822;scene-041.ss-0234.es-0239.srt;tt0119822_scene_41.avi;40
283;0;tt0119822scene-042.ss-0240.es-0241;Hard Neg;0.96;['Body'];tt0119822-042;tt0119822;scene-042.ss-0240.es-0241.srt;tt0119822_scene_42.mp4;41
284;1;tt0119822scene-043.ss-0242.es-0249;Not Sure;0.42;['Type of plan', ' Posture', ' Speech', ' Activities'];tt0119822-043;tt0119822;scene-043.ss-0242.es-0249.srt;tt0119822_scene_43.avi;42
285;1;tt0119822scene-044.ss-0250.es-0253;Sure;0.22;['Type of plan', ' Body', ' Appearance', ' Clothes', ' Posture'];tt0119822-044;tt0119822;scene-044.ss-0250.es-0253.srt;tt0119822_scene_44.avi;43
286;1;tt0119822scene-045.ss-0253.es-0266;Sure;0.68;['Type of plan', ' Body', ' Posture', ' Speech'];tt0119822-045;tt0119822;scene-045.ss-0253.es-0266.srt;tt0119822_scene_45.avi;44
287;1;tt0119822scene-046.ss-0267.es-0277;Hard Neg;1.00;['Posture'];tt0119822-046;tt0119822;scene-046.ss-0267.es-0277.srt;tt0119822_scene_46.avi;45
288;0;tt0119822scene-047.ss-0278.es-0278;Hard Neg;1.00;['Posture'];tt0119822-047;tt0119822;scene-047.ss-0278.es-0278.srt;tt0119822_scene_47.mp4;46
289;1;tt0119822scene-048.ss-0279.es-0283;Not Sure;1.00;['Clothes', ' Look', ' Exp of  emotion'];tt0119822-048;tt0119822;scene-048.ss-0279.es-0283.srt;tt0119822_scene_48.avi;47
290;1;tt0119822scene-049.ss-0284.es-0291;Not Sure;1.00;['Clothes', ' Look', ' Exp of  emotion'];tt0119822-049;tt0119822;scene-049.ss-0284.es-0291.srt;tt0119822_scene_49.avi;48
291;1;tt0119822scene-050.ss-0292.es-0306;Not Sure;0.20;['Clothes', ' Look', ' Exp of  emotion'];tt0119822-050;tt0119822;scene-050.ss-0292.es-0306.srt;tt0119822_scene_50.avi;49
292;1;tt0119822scene-051.ss-0307.es-0312;Easy Neg;1.00;[''];tt0119822-051;tt0119822;scene-051.ss-0307.es-0312.srt;tt0119822_scene_51.avi;50
293;1;tt0119822scene-052.ss-0313.es-0315;Easy Neg;0.99;[''];tt0119822-052;tt0119822;scene-052.ss-0313.es-0315.srt;tt0119822_scene_52.avi;51
294;1;tt0119822scene-053.ss-0316.es-0322;Easy Neg;1.00;[''];tt0119822-053;tt0119822;scene-053.ss-0316.es-0322.srt;tt0119822_scene_53.avi;52
295;0;tt0119822scene-054.ss-0323.es-0326;Easy Neg;0.98;[''];tt0119822-054;tt0119822;scene-054.ss-0323.es-0326.srt;tt0119822_scene_54.mp4;53
